rank,canonical_name,rxcui,priority_score,category
624,DIMETHICONE, UNSPECIFIED,314221,80,
625,KETOCONAZOLE,203088,80,
626,NITROUS OXIDE,347166,80,
627,OATMEAL,1189915,80,
628,HYDROCHLOROTHIAZIDE,199903,80,
629,ARIPIPRAZOLE,349490,79,
630,DOCUSATE SODIUM,998740,79,
631,CAMPHOR (SYNTHETIC),849498,79,
632,SALICYLIC ACID,205023,79,
633,BUPIVACAINE HYDROCHLORIDE,1012377,79,
634,LIDOCAINE HYDROCHLORIDE,1045432,79,
635,CEFEPIME HYDROCHLORIDE,1665088,79,
636,DOXYCYCLINE,700408,79,
637,AMPHOTERICIN B,967385,79,
638,SULFACETAMIDE SODIUM,1005856,79,
639,METHENAMINE,1489932,79,
640,DASATINIB,643105,79,
641,ACETAMINOPHEN,2734143,79,
642,BORIC ACID,1700,79,
643,NITROGEN,311998,79,
644,TOBRAMYCIN SULFATE,597823,79,
645,CEPHALEXIN,309114,79,
646,CARBOXYMETHYLCELLULOSE SODIUM,1188426,79,
647,CINACALCET HYDROCHLORIDE,432400,79,
648,PHENTERMINE HYDROCHLORIDE,803353,79,
649,IMIPRAMINE HYDROCHLORIDE,835564,79,
650,LISINOPRIL,314077,79,
651,MOXIFLOXACIN HYDROCHLORIDE,311787,79,
652,METAXALONE,351254,79,
653,CHLORPROMAZINE HYDROCHLORIDE,991053,79,
654,ESTRADIOL VALERATE AND ESTRADIOL VALERATE/DIENOGEST,748797,79,
655,MECLIZINE HYDROCHLORIDE,995632,79,
656,DEXAMETHASONE SODIUM PHOSPHATE,1812194,79,
657,DEXTROMETHORPHAN HYDROBROMIDE,1099074,79,
658,BENZALKONIUM CHLORIDE,1549867,79,
659,ALOE,318340,78,
660,DEXTROSE MONOHYDRATE,309783,78,
661,MINOXIDIL,197986,78,
662,DORZOLAMIDE HYDROCHLORIDE,1923432,78,
663,BETAMETHASONE VALERATE,197407,78,
664,FLUVASTATIN SODIUM,310405,78,
665,ONDANSETRON,104894,78,
666,PULSATILLA MONTANA WHOLE,2591603,78,
667,CLOTRIMAZOLE,309370,78,
668,CARBINOXAMINE MALEATE,1795581,78,
669,MENTHOL,1442261,78,
670,SALICYLIC ACID,199308,78,
671,AMLODIPINE BESYLATE,898342,78,
672,LEVETIRACETAM,387003,78,
673,TIOPRONIN,2178075,78,
674,CALCIUM POLYCARBOPHIL,308934,78,
675,CYCLOPHOSPHAMIDE,1734917,78,
676,DICLOFENAC SODIUM,1487074,78,
677,ACETAMINOPHEN,1431245,78,
678,CICLOPIROX,309291,78,
679,AMIODARONE HYDROCHLORIDE,833528,78,
680,POTASSIUM NITRATE,34316,78,
681,AVENA SATIVA FLOWERING TOP,1309702,78,
682,FLUCONAZOLE,1721314,78,
683,DEXAMETHASONE,309686,78,
684,SARRACENIA PURPUREA,1605249,78,
685,AMLODIPINE BESYLATE,730861,78,
686,DIPHENHYDRAMINE HYDROCHLORIDE,1053138,78,
687,HEPARIN SODIUM,1361226,78,
688,CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL,1114361,78,
689,OXYBUTYNIN CHLORIDE,863619,77,
690,EUCALYPTOL,1043619,77,
691,ALCOHOL,2288438,77,
692,GABAPENTIN,310430,77,
693,CEFUROXIME AXETIL,309097,77,
694,NORETHINDRONE ACETATE/ETHINYL ESTRADIOL AND FERROUS FUMARATE,259176,77,
695,DIMETHICONE,324072,77,
696,LOVASTATIN,197905,77,
697,CAPSAICIN,1043399,77,
698,ACETAMINOPHEN,2387532,77,
699,AMMONIUM LACTATE,543460,77,
700,MICONAZOLE NITRATE,998533,77,
701,LUBIPROSTONE,794639,77,
702,MOMETASONE FUROATE,311753,77,
703,YTTERBIUM,1311498,77,
704,OXYGEN,413101,77,
705,GLIPIZIDE,315107,77,
706,CALCIUM SULFATE DIHYDRATE,1310465,77,
707,BACITRACIN ZINC,11417,77,
708,HYDROCORTISONE,5492,77,
709,LEVETIRACETAM,311289,77,
710,TRANEXAMIC ACID,883826,77,
711,TEUCRIUM MARUM,1341385,77,
712,LIDOCAINE,1291672,77,
713,AMBERGRIS,1311494,77,
714,ZOLPIDEM TARTRATE,854876,77,
715,ESTRADIOL,197659,77,
716,BENZOCAINE,308657,77,
717,GLYCERIN,421299,77,
718,ACETAMINOPHEN,1359455,77,
719,POTASSIUM CYANIDE,1923819,76,
720,SALICYLIC ACID,205104,76,
721,DICLOFENAC SODIUM,203214,76,
722,LITHIUM SULFATE,28818,76,
723,CEFTRIAXONE SODIUM,309092,76,
724,MECLIZINE HYDROCHLORIDE,995624,76,
725,DIMETHICONE,412111,76,
726,PODOFILOX,312466,76,
727,OLANZAPINE,200034,76,
728,BENAZEPRIL HYDROCHLORIDE,898687,76,
729,CLOBETASOL PROPIONATE,861448,76,
730,PIOGLITAZONE HYDROCHLORIDE,312440,76,
731,MENTHOL,420222,76,
732,HYDROCORTISONE ACETATE,1291082,76,
733,DEXTROSE MONOHYDRATE,237656,76,
734,ALUMINUM HYDROXIDE,307746,76,
735,STANNOUS FLUORIDE,416784,76,
736,GLIPIZIDE,310489,76,
737,PROCHLORPERAZINE EDISYLATE,2102949,76,
738,DIVALPROEX SODIUM,1099870,76,
739,ACETAMINOPHEN,307668,76,
740,POVIDONE-IODINE,1037204,76,
741,BISMUTH SUBSALICYLATE,211151,76,
742,OMEGA-3-ACID ETHYL ESTERS,577208,76,
743,OMEPRAZOLE MAGNESIUM,198051,76,
744,OXAZEPAM,198057,76,
745,OMEPRAZOLE,200329,76,
746,BUPROPION HYDROCHLORIDE,993687,76,
747,ETODOLAC,24605,76,
748,TADALAFIL,402019,76,
749,PEMETREXED DISODIUM HEMIPENTAHYDRATE,1728072,75,
750,HYDROGEN PEROXIDE,283420,75,
751,ACETAMINOPHEN,889520,75,
752,GUAIFENESIN,310604,75,
753,METHYLPHENIDATE HYDROCHLORIDE,1806177,75,
754,FAMOTIDINE,284245,75,
755,PORK LIVER,1311071,75,
756,QUETIAPINE FUMARATE,616483,75,
757,MINOXIDIL,6984,75,
758,DEFERASIROX,1607784,75,
759,ANASTROZOLE,199224,75,
760,PHENYTOIN SODIUM,1670351,75,
761,TOPIRAMATE,2586427,75,
762,LACOSAMIDE,809987,75,
763,EZETIMIBE,349556,75,
764,HYDROCHLOROTHIAZIDE,403854,75,
765,DIGOXIN,197606,75,
766,TRYPAN BLUE,10878,75,
767,DIOSCOREA VILLOSA TUBER,1309690,75,
768,TOPIRAMATE,199890,75,
769,CINNAMON,285245,75,
770,ETHINYL ESTRADIOL,722152,75,
771,RIFAMPIN,207436,75,
772,TIMOLOL MALEATE,1922894,75,
773,BENZETHONIUM CHLORIDE,40036,75,
774,TOLNAFTATE,705934,75,
775,FAMOTIDINE,4278,75,
776,SODIUM FLUORIDE,313029,75,
777,MINOXIDIL,1537948,75,
778,SALICYLIC ACID,103568,75,
779,AGATHOSMA BETULINA LEAF,1309499,74,
780,PIROXICAM,198108,74,
781,CHLOROXYLENOL,1043032,74,
782,VILAZODONE HYDROCHLORIDE,1086772,74,
783,ENSULIZOLE,13714,74,
784,ALCOHOL,884787,74,
785,BENZOYL PEROXIDE,106309,74,
786,DICLOFENAC SODIUM,857700,74,
787,SODIUM CHLORIDE,1807631,74,
788,ALCOHOL,884783,74,
789,PHENOBARBITAL,702519,74,
790,TRIAMCINOLONE ACETONIDE,1085640,74,
791,BUPRENORPHINE HYDROCHLORIDE,351264,74,
792,CEPHALEXIN,309112,74,
793,ASPIRIN,2606079,74,
794,RILPIVIRINE HYDROCHLORIDE,1102273,74,
795,ORIGANUM MAJORANA,1355405,74,
796,ASIAN GINSENG,1370774,74,
797,OATMEAL,240651,74,
798,MINERAL OIL,1372298,74,
799,SULFURIC ACID,10231,74,
800,FLUTICASONE PROPIONATE,1918209,74,
801,FLUTICASONE PROPIONATE,896018,74,
802,IXAZOMIB CITRATE,1723757,74,
803,.ALPHA.-TOCOPHEROL ACETATE, DL-,317841,74,
804,RIFAMPIN,198201,74,
805,ALCOHOL,1489307,74,
806,PETROLATUM,8091,74,
807,TOLNAFTATE,313421,74,
808,BENZYL ALCOHOL,1926513,74,
809,AMOXICILLIN,308191,73,
810,PHENTERMINE HYDROCHLORIDE,900038,73,
811,LITHIUM CARBONATE,197891,73,
812,CAMPHOR (SYNTHETIC),283083,73,
813,SODIUM POLYSTYRENE SULFONATE,2101899,73,
814,DIPHENHYDRAMINE HYDROCHLORIDE,1550957,73,
815,LISINOPRIL,314076,73,
816,CAMPHOR (SYNTHETIC),2462015,73,
817,FROVATRIPTAN SUCCINATE,349462,73,
818,NELARABINE,603566,73,
819,ACETAMINOPHEN, DEXTROMETHORPHAN HBR, DOXYLAMINE SUCCINATE,1426334,73,
820,PROPRANOLOL HYDROCHLORIDE,856457,73,
821,LILIUM LONGIFLORUM BULB,1657855,73,
822,FOLIC ACID,310410,73,
823,COCOA BUTTER,1438497,73,
824,MERCURIC OXIDE,29545,73,
825,ROMIDEPSIN,877513,73,
826,GLYCERIN,104155,73,
827,MIDODRINE HYDROCHLORIDE,993462,73,
828,RIZATRIPTAN BENZOATE,314209,73,
829,CARVEDILOL,200032,73,
830,CALENDULA OFFICINALIS FLOWERING TOP,1309775,73,
831,TESTOSTERONE,318240,73,
832,SALICYLIC ACID,865105,73,
833,GLYCERIN,1293649,73,
834,PHENYLEPHRINE HYDROCHLORIDE,249465,73,
835,CAMPHOR, (-)-,701961,73,
836,CETIRIZINE HYDROCHLORIDE,1014678,73,
837,HYDROCHLOROTHIAZIDE,979468,73,
838,BENZYL ALCOHOL,1293632,73,
839,CARISOPRODOL,197446,72,
840,LEVETIRACETAM,807832,72,
841,FERRIC OXIDE RED,1310572,72,
842,HYDROGEN PEROXIDE,5499,72,
843,VERAPAMIL HYDROCHLORIDE,1665057,72,
844,LOPERAMIDE HYDROCHLORIDE,978006,72,
845,COLESTIPOL HYDROCHLORIDE,1048445,72,
846,AMERICAN GINSENG,1428042,72,
847,DOXEPIN HYDROCHLORIDE,1000048,72,
848,NICOTINE,311975,72,
849,RISPERIDONE,312830,72,
850,CHLORPHENIRAMINE MALEATE,1087459,72,
851,BENZOYL PEROXIDE,308694,72,
852,GLIPIZIDE,861731,72,
853,ATOVAQUONE,308429,72,
854,PANTOPRAZOLE SODIUM,251872,72,
855,DONEPEZIL HYDROCHLORIDE,1100184,72,
856,PRAVASTATIN SODIUM,904467,72,
857,MAGNESIUM SULFATE HEPTAHYDRATE,829757,72,
858,HISTAMINE DIHYDROCHLORIDE,142136,72,
859,ASPIRIN,198467,72,
860,ALCOHOL,1020364,72,
861,REGADENOSON ANHYDROUS,1546015,72,
862,WITCH HAZEL,1987674,72,
863,ACTIVATED CHARCOAL,272,72,
864,PETROLATUM,827668,72,
865,TIZANIDINE HYDROCHLORIDE,313413,72,
866,TORSEMIDE,198369,72,
867,LAMOTRIGINE,198427,72,
868,LISINOPRIL,205326,72,
869,DIPHENHYDRAMINE HYDROCHLORIDE,1050080,71,
870,CAMPHOR (SYNTHETIC),630714,71,
871,ASCORBIC ACID,1151,71,
872,BEEF LIVER,1330085,71,
873,POTASSIUM CHLORATE,59203,71,
874,MESALAMINE,825130,71,
875,SELEGILINE HYDROCHLORIDE,859193,71,
876,AZATHIOPRINE,197388,71,
877,ZINC OXIDE,2663937,71,
878,HYDROXYCHLOROQUINE SULFATE,979092,71,
879,HEPARIN SODIUM,1658717,71,
880,METFORMIN HYDROCHLORIDE,861010,71,
881,LIDOCAINE,6387,71,
882,SODIUM OXIDE,1366982,71,
883,ACONITUM CARMICHAELI LATERAL ROOT,1875523,71,
884,CLOBETASOL PROPIONATE,861487,71,
885,LORAZEPAM,197902,71,
886,NITROGLYCERIN,198038,71,
887,MEPIVACAINE HYDROCHLORIDE,1305263,71,
888,CLINDAMYCIN PHOSPHATE,2587810,71,
889,METHAZOLAMIDE,197939,71,
890,ACETAMINOPHEN,308297,71,
891,STANNOUS FLUORIDE,237847,71,
892,DICLOFENAC SODIUM, CAPSAICIN,198555,71,
893,ZINC OXIDE,199099,71,
894,DONEPEZIL HYDROCHLORIDE,997223,71,
895,MENTHOL,1995300,71,
896,ARIPIPRAZOLE,485496,71,
897,SODIUM IODATE,1422194,71,
898,BROMPHENIRAMINE MALEATE,1053258,71,
899,DEXTROMETHORPHAN HYDROBROMIDE,1373045,70,
900,VENLAFAXINE HYDROCHLORIDE,313581,70,
901,MINERAL OIL,6972,70,
902,FRANKINCENSE,1311479,70,
903,MENTHOL,616344,70,
904,MENTHOL,2664063,70,
905,ROPIVACAINE HYDROCHLORIDE,1734084,70,
906,GLYCERIN,259581,70,
907,TIZANIDINE HYDROCHLORIDE,153735,70,
908,VISCUM ALBUM WHOLE,1313973,70,
909,CARBIDOPA,308988,70,
910,NAPROXEN SODIUM,1112231,70,
911,STURGEON, UNSPECIFIED,2645123,70,
912,OXICONAZOLE NITRATE,312139,70,
913,MENTHOL,577232,70,
914,METFORMIN HYDROCHLORIDE,861004,70,
915,ISOPROPYL ALCOHOL,616456,70,
916,DEXAMETHASONE,197582,70,
917,LIRAGLUTIDE,897122,70,
918,LITHIUM CARBONATE,197889,70,
919,TRETINOIN,199159,70,
920,POTASSIUM PHOSPHATE, MONOBASIC,1101775,70,
921,POTASSIUM BROMIDE,34299,70,
922,PIOGLITAZONE HYDROCHLORIDE,312441,70,
923,ESCITALOPRAM OXALATE,351285,70,
924,COAL TAR,309402,70,
925,TEMOZOLOMIDE,261288,70,
926,ISOPROTERENOL HYDROCHLORIDE,1667909,70,
927,ACETAMINOPHEN, CHLORPHENIRAMINE MALEATE, DEXTROMETHORPHAN HBR, GUAIFENESIN, PHENYLEPHRINE HCL,1086991,70,
928,CITALOPRAM HYDROBROMIDE,200371,70,
929,BICTEGRAVIR SODIUM,1999667,69,
930,MEDROXYPROGESTERONE ACETATE,1000126,69,
931,ERYTHROMYCIN ETHYLSUCCINATE,686400,69,
932,TRETINOIN,198300,69,
933,COLLINSONIA CANADENSIS ROOT,1309782,69,
934,PROMETHAZINE HYDROCHLORIDE,992441,69,
935,CARBAMAZEPINE,308979,69,
936,ONDANSETRON HYDROCHLORIDE,312085,69,
937,MICONAZOLE NITRATE,998483,69,
938,ALUMINUM OXIDE,615,69,
939,TIOCONAZOLE,198380,69,
940,FLUORESCEIN SODIUM,57789,69,
941,DIPHENHYDRAMINE CITRATE,895664,69,
942,TROSPIUM CHLORIDE,857560,69,
943,ACETAMINOPHEN,1597298,69,
944,STANNOUS FLUORIDE,10030,69,
945,HOMOSALATE,91326,69,
946,WATER,1053429,69,
947,POLYVINYL ALCOHOL, UNSPECIFIED,630977,69,
948,ADAPALENE,829539,69,
949,DROXIDOPA,1490026,69,
950,AMOXICILLIN,617302,69,
951,DARUNAVIR,670026,69,
952,NEBIVOLOL HYDROCHLORIDE,751612,69,
953,TRAZODONE HYDROCHLORIDE,856364,69,
954,PORTULACA OLERACEA LEAF,1429042,69,
955,NABUMETONE,311892,69,
956,DILTIAZEM HYDROCHLORIDE,830837,69,
957,METHOTREXATE SODIUM,105585,69,
958,FAMOTIDINE,310274,69,
959,BORTEZOMIB,402243,68,
960,CITALOPRAM HYDROBROMIDE,283672,68,
961,ISOPROPYL ALCOHOL,582901,68,
962,APRACLONIDINE HYDROCHLORIDE,308345,68,
963,NITROFURANTOIN,311989,68,
964,CETIRIZINE HYDROCHLORIDE,1014676,68,
965,VERBENA OFFICINALIS FLOWERING TOP,1309829,68,
966,VALSARTAN,349201,68,
967,NITROFURANTOIN,1648755,68,
968,PHENAZOPYRIDINE HYDROCHLORIDE,1094147,68,
969,ALLANTOIN,508,68,
970,ZINC OXIDE,899863,68,
971,ACETAMINOPHEN,1116568,68,
972,SODIUM PHOSPHATE, DIBASIC, UNSPECIFIED FORM,283100,68,
973,PHYTONADIONE,198102,68,
974,ALBUTEROL SULFATE,2123076,68,
975,FARICIMAB,2591588,68,
976,QUETIAPINE FUMARATE,721791,68,
977,SODIUM ACETATE,56443,68,
978,ARGININE,1091,68,
979,MESALAMINE,686429,68,
980,ACETYLCYSTEINE,197,68,
981,SUNITINIB MALATE,616279,68,
982,FERROSOFERRIC PHOSPHATE,1311293,68,
983,KETOROLAC TROMETHAMINE,834022,68,
984,NYSTATIN,312059,68,
985,CLOBETASOL PROPIONATE,861490,68,
986,PSYLLIUM HUSK,1095534,68,
987,ACETAMINOPHEN,1116572,68,
988,VASOPRESSIN,2103182,68,
989,AMITRIPTYLINE HYDROCHLORIDE,856762,67,
990,PSYLLIUM HUSK,824586,67,
991,MOLYBDENUM TRICHLORIDE,2664834,67,
992,BENZALKONIUM CHLORIDE,1731737,67,
993,AZELASTINE HYDROCHLORIDE,860805,67,
994,RABEPRAZOLE SODIUM,854868,67,
995,WITCH HAZEL,89821,67,
996,BUDESONIDE,1797929,67,
997,TRIAMCINOLONE ACETONIDE,1085644,67,
998,OLMESARTAN MEDOXOMIL,349405,67,
999,EPINEPHRINE,727316,67,
1000,TRETINOIN,313450,67,
1001,DIETHYLPROPION HYDROCHLORIDE,978668,67,
1002,THEOPHYLLINE ANHYDROUS,313291,67,
1003,FEBUXOSTAT,834235,67,
1004,ACETAMINOPHEN,1086997,67,
1005,LABETALOL HYDROCHLORIDE,896762,67,
1006,HYDROCORTISONE,204423,67,
1007,SEVELAMER HYDROCHLORIDE,857224,67,
1008,SILDENAFIL CITRATE,312950,67,
1009,ESTRADIOL,241946,67,
1010,AZADIRACHTA INDICA BARK,1307661,67,
1011,LORATADINE,1117562,67,
1012,NEOMYCIN SULFATE,1359360,67,
1013,PHENOL,2198796,67,
1014,TAVABOROLE,1543177,67,
1015,UREA,198342,67,
1016,ROSUVASTATIN CALCIUM,859751,67,
1017,BRYONIA ALBA ROOT,1309676,67,
1018,PANTOPRAZOLE SODIUM,314200,67,
1019,DONEPEZIL HYDROCHLORIDE,997229,66,
1020,ISOPROTERENOL HYDROCHLORIDE,1667915,66,
1021,NICOTINE,198029,66,
1022,DICYCLOMINE HYDROCHLORIDE,991086,66,
1023,PANTHENOL,1044977,66,
1024,CELECOXIB,205322,66,
1025,CARBAMAZEPINE,197442,66,
1026,USTEKINUMAB-AEKN,2705393,66,
1027,FEXOFENADINE HYDROCHLORIDE,997488,66,
1028,FERROUS SULFATE,24947,66,
1029,LITHIUM CARBONATE,311355,66,
1030,GLYBURIDE,310537,66,
1031,ARTICAINE HYDROCHLORIDE,1658966,66,
1032,ATOLTIVIMAB,2461536,66,
1033,SAW PALMETTO,236344,66,
1034,RESLIZUMAB,1746893,66,
1035,MEMANTINE HYDROCHLORIDE,996561,66,
1036,DEXTROMETHORPHAN HYDROBROMIDE,1090946,66,
1037,DEXTROMETHORPHAN HYDROBROMIDE,1014005,66,
1038,ACETAMINOPHEN,1292342,66,
1039,CAMPHOR (NATURAL),1298738,66,
1040,VANCOMYCIN HYDROCHLORIDE,1807518,66,
1041,TRAZODONE HYDROCHLORIDE,856373,66,
1042,BENZOYL PEROXIDE,1418,66,
1043,ACETAMINOPHEN,2668206,66,
1044,DIFLUPREDNATE,804544,66,
1045,BETULA PAPYRIFERA WHOLE,1742507,66,
1046,NAFCILLIN SODIUM,239189,66,
1047,SULFACETAMIDE SODIUM,832864,66,
1048,RAMIPRIL,198188,66,
1049,ACETAMINOPHEN,763111,65,
1050,NICKEL CARBONATE HYDROXIDE TETRAHYDRATE,1811768,65,
1051,METFORMIN HYDROCHLORIDE,860981,65,
1052,SERTRALINE HYDROCHLORIDE,312938,65,
1053,TADALAFIL,358263,65,
1054,PRAVASTATIN SODIUM,904458,65,
1055,SECNIDAZOLE,1946692,65,
1056,TOLTERODINE TARTRATE,855182,65,
1057,ACETIC ACID,168,65,
1058,METHENAMINE HIPPURATE,992150,65,
1059,BUMETANIDE,197418,65,
1060,ALBUTEROL SULFATE,630208,65,
1061,DOCUSATE SODIUM,1115005,65,
1062,PERMETHRIN,33199,65,
1063,METRONIDAZOLE,311679,65,
1064,BETIATIDE,194098,65,
1065,REGADENOSON,640062,65,
1066,CAPSAICIN,1116967,65,
1067,BUPROPION HYDROCHLORIDE,993518,65,
1068,TERAZOSIN HYDROCHLORIDE,313217,65,
1069,ANAEROCOCCUS TETRADIUS,1592903,65,
1070,ROSA CANINA LEAF,1438291,65,
1071,MUPIROCIN CALCIUM,311877,65,
1072,CHROMIUM,2496,65,
1073,PHENYLEPHRINE HYDROCHLORIDE,8164,65,
1074,QUETIAPINE FUMARATE,153638,65,
1075,PROMETHAZINE HYDROCHLORIDE,992438,65,
1076,ACETAMINOPHEN,2001358,65,
1077,INFLUENZA A VIRUS A/DARWIN/9/2021 IVR-228 (H3N2) HEMAGGLUTININ ANTIGEN (UV, FORMALDEHYDE INACTIVATED),2593854,65,
1078,ALCOHOL,1039483,65,
1079,FENOFIBRATE,200311,64,
1080,METFORMIN HYDROCHLORIDE,860975,64,
1081,LORATADINE,828269,64,
1082,LEVOLEUCOVORIN CALCIUM,1720765,64,
1083,BIMATOPROST,308739,64,
1084,ZOLMITRIPTAN,402000,64,
1085,SENNOSIDES,702311,64,
1086,OXYGEN,312173,64,
1087,CLINDAMYCIN PHOSPHATE,205964,64,
1088,OLMESARTAN MEDOXOMIL,349373,64,
1089,METHIMAZOLE,197941,64,
1090,LIDOCAINE,2599519,64,
1091,LEVOTHYROXINE SODIUM,892246,64,
1092,LEVOCARNITINE,315134,64,
1093,ACETAMINOPHEN,1790651,64,
1094,BROMPHENIRAMINE MALEATE,DEXTROMETHORPHAN HBR,PHENYLEPHRINE HCL,DIPHENHYDRAMINE HCL, PHENYLEPHRINE HCL,1090463,64,
1095,ELTROMBOPAG OLAMINE,825421,64,
1096,BENZETHONIUM CHLORIDE,1049110,64,
1097,CIPROFLOXACIN HYDROCHLORIDE,309307,64,
1098,METHOCARBAMOL,197943,64,
1099,CAUSTICUM,1311056,64,
1100,ZINC OXIDE,1044412,64,
1101,HYDROCHLOROTHIAZIDE,200284,64,
1102,ADAPALENE,1663745,64,
1103,PHENDIMETRAZINE TARTRATE,979549,64,
1104,TOXICODENDRON PUBESCENS LEAF,1309673,64,
1105,GEMFIBROZIL,310459,64,
1106,TRIAMCINOLONE ACETONIDE,1085754,64,
1107,IPRATROPIUM BROMIDE,1797833,64,
1108,CAMPHOR (SYNTHETIC),2393604,64,
1109,DEXAMETHASONE,197577,63,
1110,TORSEMIDE,198371,63,
1111,BUMETANIDE,197417,63,
1112,LAMOTRIGINE,311264,63,
1113,ZEA MAYS SUBSP. MAYS WHOLE,1484280,63,
1114,ACETAMINOPHEN,1546881,63,
1115,LEVOFLOXACIN,199885,63,
1116,DIMETHICONE, UNSPECIFIED,198857,63,
1117,ARTEMISIA LUDOVICIANA POLLEN,896246,63,
1118,METFORMIN HYDROCHLORIDE,861025,63,
1119,CLONIDINE,998671,63,
1120,METHYLPREDNISOLONE SODIUM SUCCINATE,311659,63,
1121,ETHINYL ESTRADIOL,1367436,63,
1122,DEXTROMETHORPHAN HYDROBROMIDE,1113368,63,
1123,ACETAMINOPHEN,2173667,63,
1124,PAROXETINE HYDROCHLORIDE HEMIHYDRATE,1738495,63,
1125,BENZALKONIUM CHLORIDE,1595155,63,
1126,DIPHENHYDRAMINE HYDROCHLORIDE,1087026,63,
1127,CAMPHOR (SYNTHETIC),2699820,63,
1128,NITROFURANTOIN,311994,63,
1129,PYRITHIONE ZINC,244458,63,
1130,CALCIUM CHLORIDE,847626,63,
1131,ACYCLOVIR,197311,63,
1132,BENZETHONIUM CHLORIDE,1302737,63,
1133,NAPHTHA,1923814,63,
1134,RHODODENDRON AUREUM LEAF,1309717,63,
1135,CETYLPYRIDINIUM CHLORIDE,1251617,63,
1136,DEXAMETHASONE,309683,63,
1137,FELODIPINE,4316,63,
1138,CHLORPHENIRAMINE MALEATE,1090443,63,
1139,MICONAZOLE NITRATE,998544,62,
1140,HYDROXYZINE PAMOATE,995232,62,
1141,CEFAZOLIN SODIUM,313920,62,
1142,METHYLPREDNISOLONE SODIUM SUCCINATE,314099,62,
1143,PIOGLITAZONE HYDROCHLORIDE,317573,62,
1144,FEXOFENADINE HYDROCHLORIDE,997482,62,
1145,HYDROGEN PEROXIDE,2584344,62,
1146,ALDESLEUKIN,70223,62,
1147,ERYTHROMYCIN,310149,62,
1148,ACETAMINOPHEN,307684,62,
1149,VILAZODONE HYDROCHLORIDE,1086778,62,
1150,ZONISAMIDE,314285,62,
1151,OFLOXACIN,242446,62,
1152,SERTRALINE HYDROCHLORIDE,251201,62,
1153,BAPTISIA TINCTORIA ROOT,1309779,62,
1154,CHOLESTYRAMINE,848943,62,
1155,FEBUXOSTAT,834241,62,
1156,CHIONANTHUS VIRGINICUS ROOT BARK,1309759,62,
1157,MATRICARIA RECUTITA,285157,62,
1158,MICONAZOLE NITRATE,992765,62,
1159,SALICYLIC ACID,1546588,62,
1160,LIDOCAINE HYDROCHLORIDE,2598162,62,
1161,DIPHENHYDRAMINE HYDROCHLORIDE,1085945,62,
1162,ETOMIDATE,1654006,62,
1163,PULSATILLA PRATENSIS WHOLE,283682,62,
1164,FLUOXETINE HYDROCHLORIDE,310385,62,
1165,BENZALKONIUM CHLORIDE,1020365,62,
1166,FELODIPINE,402698,62,
1167,THIAMINE HYDROCHLORIDE,313324,62,
1168,NICOTINE,7407,62,
1169,BENZETHONIUM CHLORIDE,1545716,61,
1170,FLUOROURACIL,105583,61,
1171,MENTHOL,1010823,61,
1172,CYANOCOBALAMIN,309594,61,
1173,CAMPHOR (SYNTHETIC),1863589,61,
1174,BENAZEPRIL HYDROCHLORIDE,898690,61,
1175,SILDENAFIL CITRATE,577033,61,
1176,PHENTERMINE HYDROCHLORIDE,803348,61,
1177,POVIDONE-IODINE,312564,61,
1178,BUDESONIDE,1244214,61,
1179,LIDOCAINE,2621576,61,
1180,CAMPHOR (NATURAL),2003749,61,
1181,CAFFEINE,1994320,61,
1182,ALUMINUM SULFATE TETRADECAHYDRATE,1250234,61,
1183,LETROZOLE,200064,61,
1184,ACACIA DEALBATA POLLEN,2202946,61,
1185,WHITE PETROLATUM,2601369,61,
1186,ACETAMINOPHEN,1092373,61,
1187,NICARDIPINE HYDROCHLORIDE,858613,61,
1188,DROSPIRENONE AND ETHINYL ESTRADIOL,630734,61,
1189,RUBIDIUM CHLORIDE,1367087,61,
1190,DESONIDE,349351,61,
1191,DIMETHICONE 200,1426664,61,
1192,MENTHOL,433196,61,
1193,DIVALPROEX SODIUM,1099569,61,
1194,MENTHOL,2391332,61,
1195,PETROLATUM,1148414,61,
1196,TEMAZEPAM,198242,61,
1197,ACETAMINOPHEN,1193292,61,
1198,IBUPROFEN,197806,61,
1199,SODIUM CHLORIDE,707251,60,
1200,SILICON,9774,60,
1201,ACETAMINOPHEN,1112864,60,
1202,MESALAMINE,248420,60,
1203,GLATIRAMER ACETATE,1111641,60,
1204,OLOPATADINE HYDROCHLORIDE,1111343,60,
1205,ACARBOSE,199149,60,
1206,LEVOFLOXACIN,311296,60,
1207,ALTERNARIA ALTERNATA,901845,60,
1208,LIDOCAINE HYDROCHLORIDE,1010077,60,
1209,GOLDENSEAL,1372255,60,
1210,IRBESARTAN,200094,60,
1211,DEXTROMETHORPHAN HYDROBROMIDE,1020138,60,
1212,ADAPALENE,307731,60,
1213,ALLANTOIN,2594492,60,
1214,DICLOFENAC SODIUM,855642,60,
1215,FENOFIBRATE,477560,60,
1216,SULFACETAMIDE SODIUM,1006683,60,
1217,INDAPAMIDE,197815,60,
1218,BUSULFAN,253113,60,
1219,ESCITALOPRAM OXALATE,349332,60,
1220,SODIUM BICARBONATE,1868486,60,
1221,CEFIXIME,309058,60,
1222,BUSPIRONE HYDROCHLORIDE,866083,60,
1223,HALOPERIDOL DECANOATE,859871,60,
